Maker,Maker_Group,Month,Registerations,State,Month_Num,Is_DEA,Annual_Total
3S INDUSTRIES PRIVATE LIMITED,Others,JAN,18,Bihar,1,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,FEB,19,Bihar,2,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,MAR,13,Bihar,3,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,APR,26,Bihar,4,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,MAY,24,Bihar,5,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,JUN,22,Bihar,6,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,JUL,21,Bihar,7,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,AUG,25,Bihar,8,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,SEP,17,Bihar,9,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,OCT,14,Bihar,10,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,NOV,33,Bihar,11,0,262
3S INDUSTRIES PRIVATE LIMITED,Others,DEC,30,Bihar,12,0,262
AADHYA ENTERPRISES,Others,JAN,4,Bihar,1,0,24
AADHYA ENTERPRISES,Others,FEB,2,Bihar,2,0,24
AADHYA ENTERPRISES,Others,MAR,4,Bihar,3,0,24
AADHYA ENTERPRISES,Others,APR,1,Bihar,4,0,24
AADHYA ENTERPRISES,Others,MAY,1,Bihar,5,0,24
AADHYA ENTERPRISES,Others,JUN,1,Bihar,6,0,24
AADHYA ENTERPRISES,Others,JUL,4,Bihar,7,0,24
AADHYA ENTERPRISES,Others,AUG,0,Bihar,8,0,24
AADHYA ENTERPRISES,Others,SEP,1,Bihar,9,0,24
AADHYA ENTERPRISES,Others,OCT,4,Bihar,10,0,24
AADHYA ENTERPRISES,Others,NOV,0,Bihar,11,0,24
AADHYA ENTERPRISES,Others,DEC,2,Bihar,12,0,24
AAHANA COMMERCE PVT LTD,Others,JAN,4,Bihar,1,0,101
AAHANA COMMERCE PVT LTD,Others,FEB,7,Bihar,2,0,101
AAHANA COMMERCE PVT LTD,Others,MAR,13,Bihar,3,0,101
AAHANA COMMERCE PVT LTD,Others,APR,11,Bihar,4,0,101
AAHANA COMMERCE PVT LTD,Others,MAY,9,Bihar,5,0,101
AAHANA COMMERCE PVT LTD,Others,JUN,11,Bihar,6,0,101
AAHANA COMMERCE PVT LTD,Others,JUL,9,Bihar,7,0,101
AAHANA COMMERCE PVT LTD,Others,AUG,7,Bihar,8,0,101
AAHANA COMMERCE PVT LTD,Others,SEP,3,Bihar,9,0,101
AAHANA COMMERCE PVT LTD,Others,OCT,7,Bihar,10,0,101
AAHANA COMMERCE PVT LTD,Others,NOV,7,Bihar,11,0,101
AAHANA COMMERCE PVT LTD,Others,DEC,13,Bihar,12,0,101
ADIDEV TECHNOA PVT LTD,Others,JAN,1,Bihar,1,0,172
ADIDEV TECHNOA PVT LTD,Others,FEB,7,Bihar,2,0,172
ADIDEV TECHNOA PVT LTD,Others,MAR,11,Bihar,3,0,172
ADIDEV TECHNOA PVT LTD,Others,APR,2,Bihar,4,0,172
ADIDEV TECHNOA PVT LTD,Others,MAY,12,Bihar,5,0,172
ADIDEV TECHNOA PVT LTD,Others,JUN,14,Bihar,6,0,172
ADIDEV TECHNOA PVT LTD,Others,JUL,15,Bihar,7,0,172
ADIDEV TECHNOA PVT LTD,Others,AUG,9,Bihar,8,0,172
ADIDEV TECHNOA PVT LTD,Others,SEP,2,Bihar,9,0,172
ADIDEV TECHNOA PVT LTD,Others,OCT,16,Bihar,10,0,172
ADIDEV TECHNOA PVT LTD,Others,NOV,28,Bihar,11,0,172
ADIDEV TECHNOA PVT LTD,Others,DEC,55,Bihar,12,0,172
ADITYA SAI INDUSTRIES,Others,JAN,0,Bihar,1,0,2
ADITYA SAI INDUSTRIES,Others,FEB,0,Bihar,2,0,2
ADITYA SAI INDUSTRIES,Others,MAR,0,Bihar,3,0,2
ADITYA SAI INDUSTRIES,Others,APR,0,Bihar,4,0,2
ADITYA SAI INDUSTRIES,Others,MAY,0,Bihar,5,0,2
ADITYA SAI INDUSTRIES,Others,JUN,0,Bihar,6,0,2
ADITYA SAI INDUSTRIES,Others,JUL,2,Bihar,7,0,2
ADITYA SAI INDUSTRIES,Others,AUG,0,Bihar,8,0,2
ADITYA SAI INDUSTRIES,Others,SEP,0,Bihar,9,0,2
ADITYA SAI INDUSTRIES,Others,OCT,0,Bihar,10,0,2
ADITYA SAI INDUSTRIES,Others,NOV,0,Bihar,11,0,2
ADITYA SAI INDUSTRIES,Others,DEC,0,Bihar,12,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,JAN,0,Bihar,1,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,FEB,0,Bihar,2,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,MAR,1,Bihar,3,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,APR,0,Bihar,4,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,MAY,0,Bihar,5,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,JUN,0,Bihar,6,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,JUL,0,Bihar,7,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,AUG,1,Bihar,8,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,SEP,0,Bihar,9,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,OCT,0,Bihar,10,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,NOV,0,Bihar,11,0,2
ADM TECHNOLOGIES PVT. LTD.,Others,DEC,0,Bihar,12,0,2
AERODRIVE PVT LTD,Others,JAN,9,Bihar,1,0,167
AERODRIVE PVT LTD,Others,FEB,8,Bihar,2,0,167
AERODRIVE PVT LTD,Others,MAR,15,Bihar,3,0,167
AERODRIVE PVT LTD,Others,APR,9,Bihar,4,0,167
AERODRIVE PVT LTD,Others,MAY,9,Bihar,5,0,167
AERODRIVE PVT LTD,Others,JUN,12,Bihar,6,0,167
AERODRIVE PVT LTD,Others,JUL,7,Bihar,7,0,167
AERODRIVE PVT LTD,Others,AUG,10,Bihar,8,0,167
AERODRIVE PVT LTD,Others,SEP,10,Bihar,9,0,167
AERODRIVE PVT LTD,Others,OCT,15,Bihar,10,0,167
AERODRIVE PVT LTD,Others,NOV,32,Bihar,11,0,167
AERODRIVE PVT LTD,Others,DEC,31,Bihar,12,0,167
AFKON AUTOMOTIVES PVT LTD,Others,JAN,2,Bihar,1,0,63
AFKON AUTOMOTIVES PVT LTD,Others,FEB,7,Bihar,2,0,63
AFKON AUTOMOTIVES PVT LTD,Others,MAR,5,Bihar,3,0,63
AFKON AUTOMOTIVES PVT LTD,Others,APR,4,Bihar,4,0,63
AFKON AUTOMOTIVES PVT LTD,Others,MAY,7,Bihar,5,0,63
AFKON AUTOMOTIVES PVT LTD,Others,JUN,4,Bihar,6,0,63
AFKON AUTOMOTIVES PVT LTD,Others,JUL,2,Bihar,7,0,63
AFKON AUTOMOTIVES PVT LTD,Others,AUG,3,Bihar,8,0,63
AFKON AUTOMOTIVES PVT LTD,Others,SEP,5,Bihar,9,0,63
AFKON AUTOMOTIVES PVT LTD,Others,OCT,9,Bihar,10,0,63
AFKON AUTOMOTIVES PVT LTD,Others,NOV,7,Bihar,11,0,63
AFKON AUTOMOTIVES PVT LTD,Others,DEC,8,Bihar,12,0,63
AGI AUTO INDUSTRIES,Others,JAN,0,Bihar,1,0,12
AGI AUTO INDUSTRIES,Others,FEB,0,Bihar,2,0,12
AGI AUTO INDUSTRIES,Others,MAR,0,Bihar,3,0,12
AGI AUTO INDUSTRIES,Others,APR,0,Bihar,4,0,12
AGI AUTO INDUSTRIES,Others,MAY,0,Bihar,5,0,12
AGI AUTO INDUSTRIES,Others,JUN,0,Bihar,6,0,12
AGI AUTO INDUSTRIES,Others,JUL,0,Bihar,7,0,12
AGI AUTO INDUSTRIES,Others,AUG,0,Bihar,8,0,12
AGI AUTO INDUSTRIES,Others,SEP,0,Bihar,9,0,12
AGI AUTO INDUSTRIES,Others,OCT,0,Bihar,10,0,12
AGI AUTO INDUSTRIES,Others,NOV,0,Bihar,11,0,12
AGI AUTO INDUSTRIES,Others,DEC,12,Bihar,12,0,12
A.J ENTERPRISES,Others,JAN,16,Bihar,1,0,167
A.J ENTERPRISES,Others,FEB,14,Bihar,2,0,167
A.J ENTERPRISES,Others,MAR,19,Bihar,3,0,167
A.J ENTERPRISES,Others,APR,13,Bihar,4,0,167
A.J ENTERPRISES,Others,MAY,20,Bihar,5,0,167
A.J ENTERPRISES,Others,JUN,16,Bihar,6,0,167
A.J ENTERPRISES,Others,JUL,12,Bihar,7,0,167
A.J ENTERPRISES,Others,AUG,13,Bihar,8,0,167
A.J ENTERPRISES,Others,SEP,7,Bihar,9,0,167
A.J ENTERPRISES,Others,OCT,15,Bihar,10,0,167
A.J ENTERPRISES,Others,NOV,13,Bihar,11,0,167
A.J ENTERPRISES,Others,DEC,9,Bihar,12,0,167
AKG INTERNATIONAL,Others,JAN,6,Bihar,1,0,67
AKG INTERNATIONAL,Others,FEB,1,Bihar,2,0,67
AKG INTERNATIONAL,Others,MAR,4,Bihar,3,0,67
AKG INTERNATIONAL,Others,APR,4,Bihar,4,0,67
AKG INTERNATIONAL,Others,MAY,4,Bihar,5,0,67
AKG INTERNATIONAL,Others,JUN,5,Bihar,6,0,67
AKG INTERNATIONAL,Others,JUL,5,Bihar,7,0,67
AKG INTERNATIONAL,Others,AUG,11,Bihar,8,0,67
AKG INTERNATIONAL,Others,SEP,2,Bihar,9,0,67
AKG INTERNATIONAL,Others,OCT,2,Bihar,10,0,67
AKG INTERNATIONAL,Others,NOV,13,Bihar,11,0,67
AKG INTERNATIONAL,Others,DEC,10,Bihar,12,0,67
A K GUPTA & CO.,Others,JAN,0,Bihar,1,0,1
A K GUPTA & CO.,Others,FEB,0,Bihar,2,0,1
A K GUPTA & CO.,Others,MAR,0,Bihar,3,0,1
A K GUPTA & CO.,Others,APR,0,Bihar,4,0,1
A K GUPTA & CO.,Others,MAY,0,Bihar,5,0,1
A K GUPTA & CO.,Others,JUN,0,Bihar,6,0,1
A K GUPTA & CO.,Others,JUL,0,Bihar,7,0,1
A K GUPTA & CO.,Others,AUG,0,Bihar,8,0,1
A K GUPTA & CO.,Others,SEP,0,Bihar,9,0,1
A K GUPTA & CO.,Others,OCT,0,Bihar,10,0,1
A K GUPTA & CO.,Others,NOV,0,Bihar,11,0,1
A K GUPTA & CO.,Others,DEC,1,Bihar,12,0,1
ALBEDO VISION PVT LTD,Others,JAN,0,Bihar,1,0,3
ALBEDO VISION PVT LTD,Others,FEB,0,Bihar,2,0,3
ALBEDO VISION PVT LTD,Others,MAR,0,Bihar,3,0,3
ALBEDO VISION PVT LTD,Others,APR,0,Bihar,4,0,3
ALBEDO VISION PVT LTD,Others,MAY,0,Bihar,5,0,3
ALBEDO VISION PVT LTD,Others,JUN,0,Bihar,6,0,3
ALBEDO VISION PVT LTD,Others,JUL,0,Bihar,7,0,3
ALBEDO VISION PVT LTD,Others,AUG,3,Bihar,8,0,3
ALBEDO VISION PVT LTD,Others,SEP,0,Bihar,9,0,3
ALBEDO VISION PVT LTD,Others,OCT,0,Bihar,10,0,3
ALBEDO VISION PVT LTD,Others,NOV,0,Bihar,11,0,3
ALBEDO VISION PVT LTD,Others,DEC,0,Bihar,12,0,3
ALLENTTI MOTORS PVT LTD,Others,JAN,0,Bihar,1,0,3
ALLENTTI MOTORS PVT LTD,Others,FEB,0,Bihar,2,0,3
ALLENTTI MOTORS PVT LTD,Others,MAR,1,Bihar,3,0,3
ALLENTTI MOTORS PVT LTD,Others,APR,1,Bihar,4,0,3
ALLENTTI MOTORS PVT LTD,Others,MAY,0,Bihar,5,0,3
ALLENTTI MOTORS PVT LTD,Others,JUN,0,Bihar,6,0,3
ALLENTTI MOTORS PVT LTD,Others,JUL,0,Bihar,7,0,3
ALLENTTI MOTORS PVT LTD,Others,AUG,0,Bihar,8,0,3
ALLENTTI MOTORS PVT LTD,Others,SEP,0,Bihar,9,0,3
ALLENTTI MOTORS PVT LTD,Others,OCT,0,Bihar,10,0,3
ALLENTTI MOTORS PVT LTD,Others,NOV,1,Bihar,11,0,3
ALLENTTI MOTORS PVT LTD,Others,DEC,0,Bihar,12,0,3
ALLFINE INDUSTRIES PVT LTD,Others,JAN,108,Bihar,1,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,FEB,75,Bihar,2,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,MAR,101,Bihar,3,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,APR,56,Bihar,4,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,MAY,55,Bihar,5,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,JUN,79,Bihar,6,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,JUL,100,Bihar,7,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,AUG,106,Bihar,8,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,SEP,56,Bihar,9,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,OCT,142,Bihar,10,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,NOV,180,Bihar,11,0,1178
ALLFINE INDUSTRIES PVT LTD,Others,DEC,120,Bihar,12,0,1178
ALTIER ELECTRIC VEHICLES PVT LTD,Others,JAN,23,Bihar,1,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,FEB,24,Bihar,2,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,MAR,24,Bihar,3,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,APR,31,Bihar,4,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,MAY,49,Bihar,5,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,JUN,25,Bihar,6,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,JUL,26,Bihar,7,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,AUG,48,Bihar,8,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,SEP,26,Bihar,9,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,OCT,61,Bihar,10,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,NOV,76,Bihar,11,0,495
ALTIER ELECTRIC VEHICLES PVT LTD,Others,DEC,82,Bihar,12,0,495
ALTIGREEN PROPULSION LABS PVT LTD,Others,JAN,0,Bihar,1,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,FEB,0,Bihar,2,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,MAR,0,Bihar,3,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,APR,0,Bihar,4,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,MAY,0,Bihar,5,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,JUN,0,Bihar,6,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,JUL,0,Bihar,7,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,AUG,0,Bihar,8,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,SEP,0,Bihar,9,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,OCT,1,Bihar,10,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,NOV,0,Bihar,11,0,1
ALTIGREEN PROPULSION LABS PVT LTD,Others,DEC,0,Bihar,12,0,1
ALTIUS TECHNOLOGIES,Others,JAN,0,Bihar,1,0,4
ALTIUS TECHNOLOGIES,Others,FEB,2,Bihar,2,0,4
ALTIUS TECHNOLOGIES,Others,MAR,1,Bihar,3,0,4
ALTIUS TECHNOLOGIES,Others,APR,0,Bihar,4,0,4
ALTIUS TECHNOLOGIES,Others,MAY,0,Bihar,5,0,4
ALTIUS TECHNOLOGIES,Others,JUN,1,Bihar,6,0,4
ALTIUS TECHNOLOGIES,Others,JUL,0,Bihar,7,0,4
ALTIUS TECHNOLOGIES,Others,AUG,0,Bihar,8,0,4
ALTIUS TECHNOLOGIES,Others,SEP,0,Bihar,9,0,4
ALTIUS TECHNOLOGIES,Others,OCT,0,Bihar,10,0,4
ALTIUS TECHNOLOGIES,Others,NOV,0,Bihar,11,0,4
ALTIUS TECHNOLOGIES,Others,DEC,0,Bihar,12,0,4
AMAN ELECTRIC VEHICLES,Others,JAN,9,Bihar,1,0,67
AMAN ELECTRIC VEHICLES,Others,FEB,3,Bihar,2,0,67
AMAN ELECTRIC VEHICLES,Others,MAR,2,Bihar,3,0,67
AMAN ELECTRIC VEHICLES,Others,APR,3,Bihar,4,0,67
AMAN ELECTRIC VEHICLES,Others,MAY,3,Bihar,5,0,67
AMAN ELECTRIC VEHICLES,Others,JUN,7,Bihar,6,0,67
AMAN ELECTRIC VEHICLES,Others,JUL,5,Bihar,7,0,67
AMAN ELECTRIC VEHICLES,Others,AUG,4,Bihar,8,0,67
AMAN ELECTRIC VEHICLES,Others,SEP,7,Bihar,9,0,67
AMAN ELECTRIC VEHICLES,Others,OCT,3,Bihar,10,0,67
AMAN ELECTRIC VEHICLES,Others,NOV,10,Bihar,11,0,67
AMAN ELECTRIC VEHICLES,Others,DEC,11,Bihar,12,0,67
AMBIKA ENTERPRISES,Others,JAN,16,Bihar,1,0,138
AMBIKA ENTERPRISES,Others,FEB,9,Bihar,2,0,138
AMBIKA ENTERPRISES,Others,MAR,14,Bihar,3,0,138
AMBIKA ENTERPRISES,Others,APR,4,Bihar,4,0,138
AMBIKA ENTERPRISES,Others,MAY,8,Bihar,5,0,138
AMBIKA ENTERPRISES,Others,JUN,6,Bihar,6,0,138
AMBIKA ENTERPRISES,Others,JUL,14,Bihar,7,0,138
AMBIKA ENTERPRISES,Others,AUG,14,Bihar,8,0,138
AMBIKA ENTERPRISES,Others,SEP,9,Bihar,9,0,138
AMBIKA ENTERPRISES,Others,OCT,2,Bihar,10,0,138
AMBIKA ENTERPRISES,Others,NOV,21,Bihar,11,0,138
AMBIKA ENTERPRISES,Others,DEC,21,Bihar,12,0,138
AMBIKA INDUSTRIES,Others,JAN,6,Bihar,1,0,30
AMBIKA INDUSTRIES,Others,FEB,0,Bihar,2,0,30
AMBIKA INDUSTRIES,Others,MAR,9,Bihar,3,0,30
AMBIKA INDUSTRIES,Others,APR,6,Bihar,4,0,30
AMBIKA INDUSTRIES,Others,MAY,6,Bihar,5,0,30
AMBIKA INDUSTRIES,Others,JUN,2,Bihar,6,0,30
AMBIKA INDUSTRIES,Others,JUL,1,Bihar,7,0,30
AMBIKA INDUSTRIES,Others,AUG,0,Bihar,8,0,30
AMBIKA INDUSTRIES,Others,SEP,0,Bihar,9,0,30
AMBIKA INDUSTRIES,Others,OCT,0,Bihar,10,0,30
AMBIKA INDUSTRIES,Others,NOV,0,Bihar,11,0,30
AMBIKA INDUSTRIES,Others,DEC,0,Bihar,12,0,30
ANJALI TRADERS,Others,JAN,1,Bihar,1,0,20
ANJALI TRADERS,Others,FEB,7,Bihar,2,0,20
ANJALI TRADERS,Others,MAR,0,Bihar,3,0,20
ANJALI TRADERS,Others,APR,1,Bihar,4,0,20
ANJALI TRADERS,Others,MAY,0,Bihar,5,0,20
ANJALI TRADERS,Others,JUN,3,Bihar,6,0,20
ANJALI TRADERS,Others,JUL,2,Bihar,7,0,20
ANJALI TRADERS,Others,AUG,4,Bihar,8,0,20
ANJALI TRADERS,Others,SEP,0,Bihar,9,0,20
ANJALI TRADERS,Others,OCT,0,Bihar,10,0,20
ANJALI TRADERS,Others,NOV,2,Bihar,11,0,20
ANJALI TRADERS,Others,DEC,0,Bihar,12,0,20
A P I MOTORS PVT LTD,Others,JAN,1,Bihar,1,0,21
A P I MOTORS PVT LTD,Others,FEB,5,Bihar,2,0,21
A P I MOTORS PVT LTD,Others,MAR,0,Bihar,3,0,21
A P I MOTORS PVT LTD,Others,APR,0,Bihar,4,0,21
A P I MOTORS PVT LTD,Others,MAY,3,Bihar,5,0,21
A P I MOTORS PVT LTD,Others,JUN,0,Bihar,6,0,21
A P I MOTORS PVT LTD,Others,JUL,2,Bihar,7,0,21
A P I MOTORS PVT LTD,Others,AUG,0,Bihar,8,0,21
A P I MOTORS PVT LTD,Others,SEP,0,Bihar,9,0,21
A P I MOTORS PVT LTD,Others,OCT,3,Bihar,10,0,21
A P I MOTORS PVT LTD,Others,NOV,5,Bihar,11,0,21
A P I MOTORS PVT LTD,Others,DEC,2,Bihar,12,0,21
APSARA ENTERPRISE,Others,JAN,5,Bihar,1,0,47
APSARA ENTERPRISE,Others,FEB,1,Bihar,2,0,47
APSARA ENTERPRISE,Others,MAR,2,Bihar,3,0,47
APSARA ENTERPRISE,Others,APR,1,Bihar,4,0,47
APSARA ENTERPRISE,Others,MAY,3,Bihar,5,0,47
APSARA ENTERPRISE,Others,JUN,2,Bihar,6,0,47
APSARA ENTERPRISE,Others,JUL,4,Bihar,7,0,47
APSARA ENTERPRISE,Others,AUG,3,Bihar,8,0,47
APSARA ENTERPRISE,Others,SEP,5,Bihar,9,0,47
APSARA ENTERPRISE,Others,OCT,1,Bihar,10,0,47
APSARA ENTERPRISE,Others,NOV,9,Bihar,11,0,47
APSARA ENTERPRISE,Others,DEC,11,Bihar,12,0,47
ARCHIT ENTERPRISES,Others,JAN,0,Bihar,1,0,17
ARCHIT ENTERPRISES,Others,FEB,1,Bihar,2,0,17
ARCHIT ENTERPRISES,Others,MAR,1,Bihar,3,0,17
ARCHIT ENTERPRISES,Others,APR,1,Bihar,4,0,17
ARCHIT ENTERPRISES,Others,MAY,3,Bihar,5,0,17
ARCHIT ENTERPRISES,Others,JUN,0,Bihar,6,0,17
ARCHIT ENTERPRISES,Others,JUL,3,Bihar,7,0,17
ARCHIT ENTERPRISES,Others,AUG,3,Bihar,8,0,17
ARCHIT ENTERPRISES,Others,SEP,0,Bihar,9,0,17
ARCHIT ENTERPRISES,Others,OCT,2,Bihar,10,0,17
ARCHIT ENTERPRISES,Others,NOV,2,Bihar,11,0,17
ARCHIT ENTERPRISES,Others,DEC,1,Bihar,12,0,17
ARROW AUTOMOTIVE,Others,JAN,32,Bihar,1,0,468
ARROW AUTOMOTIVE,Others,FEB,29,Bihar,2,0,468
ARROW AUTOMOTIVE,Others,MAR,34,Bihar,3,0,468
ARROW AUTOMOTIVE,Others,APR,27,Bihar,4,0,468
ARROW AUTOMOTIVE,Others,MAY,38,Bihar,5,0,468
ARROW AUTOMOTIVE,Others,JUN,42,Bihar,6,0,468
ARROW AUTOMOTIVE,Others,JUL,43,Bihar,7,0,468
ARROW AUTOMOTIVE,Others,AUG,43,Bihar,8,0,468
ARROW AUTOMOTIVE,Others,SEP,16,Bihar,9,0,468
ARROW AUTOMOTIVE,Others,OCT,55,Bihar,10,0,468
ARROW AUTOMOTIVE,Others,NOV,57,Bihar,11,0,468
ARROW AUTOMOTIVE,Others,DEC,52,Bihar,12,0,468
ASHMA-MOTORS PVT LTD,Others,JAN,19,Bihar,1,0,97
ASHMA-MOTORS PVT LTD,Others,FEB,6,Bihar,2,0,97
ASHMA-MOTORS PVT LTD,Others,MAR,5,Bihar,3,0,97
ASHMA-MOTORS PVT LTD,Others,APR,3,Bihar,4,0,97
ASHMA-MOTORS PVT LTD,Others,MAY,10,Bihar,5,0,97
ASHMA-MOTORS PVT LTD,Others,JUN,6,Bihar,6,0,97
ASHMA-MOTORS PVT LTD,Others,JUL,6,Bihar,7,0,97
ASHMA-MOTORS PVT LTD,Others,AUG,12,Bihar,8,0,97
ASHMA-MOTORS PVT LTD,Others,SEP,5,Bihar,9,0,97
ASHMA-MOTORS PVT LTD,Others,OCT,6,Bihar,10,0,97
ASHMA-MOTORS PVT LTD,Others,NOV,10,Bihar,11,0,97
ASHMA-MOTORS PVT LTD,Others,DEC,9,Bihar,12,0,97
ATUL AUTO LTD,Others,JAN,192,Bihar,1,0,1721
ATUL AUTO LTD,Others,FEB,140,Bihar,2,0,1721
ATUL AUTO LTD,Others,MAR,165,Bihar,3,0,1721
ATUL AUTO LTD,Others,APR,129,Bihar,4,0,1721
ATUL AUTO LTD,Others,MAY,137,Bihar,5,0,1721
ATUL AUTO LTD,Others,JUN,160,Bihar,6,0,1721
ATUL AUTO LTD,Others,JUL,145,Bihar,7,0,1721
ATUL AUTO LTD,Others,AUG,151,Bihar,8,0,1721
ATUL AUTO LTD,Others,SEP,57,Bihar,9,0,1721
ATUL AUTO LTD,Others,OCT,156,Bihar,10,0,1721
ATUL AUTO LTD,Others,NOV,143,Bihar,11,0,1721
ATUL AUTO LTD,Others,DEC,146,Bihar,12,0,1721
ATUL GREENTECH PRIVATE LIMITED,Others,JAN,11,Bihar,1,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,FEB,24,Bihar,2,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,MAR,32,Bihar,3,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,APR,11,Bihar,4,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,MAY,28,Bihar,5,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,JUN,11,Bihar,6,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,JUL,19,Bihar,7,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,AUG,50,Bihar,8,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,SEP,18,Bihar,9,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,OCT,55,Bihar,10,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,NOV,72,Bihar,11,0,383
ATUL GREENTECH PRIVATE LIMITED,Others,DEC,52,Bihar,12,0,383
ATUT SANGAM,Others,JAN,31,Bihar,1,0,239
ATUT SANGAM,Others,FEB,23,Bihar,2,0,239
ATUT SANGAM,Others,MAR,22,Bihar,3,0,239
ATUT SANGAM,Others,APR,23,Bihar,4,0,239
ATUT SANGAM,Others,MAY,27,Bihar,5,0,239
ATUT SANGAM,Others,JUN,10,Bihar,6,0,239
ATUT SANGAM,Others,JUL,16,Bihar,7,0,239
ATUT SANGAM,Others,AUG,27,Bihar,8,0,239
ATUT SANGAM,Others,SEP,6,Bihar,9,0,239
ATUT SANGAM,Others,OCT,10,Bihar,10,0,239
ATUT SANGAM,Others,NOV,23,Bihar,11,0,239
ATUT SANGAM,Others,DEC,21,Bihar,12,0,239
AUTOECO GREEN ENERGY PVT LTD,Others,JAN,4,Bihar,1,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,FEB,7,Bihar,2,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,MAR,0,Bihar,3,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,APR,0,Bihar,4,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,MAY,1,Bihar,5,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,JUN,0,Bihar,6,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,JUL,0,Bihar,7,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,AUG,0,Bihar,8,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,SEP,0,Bihar,9,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,OCT,0,Bihar,10,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,NOV,0,Bihar,11,0,12
AUTOECO GREEN ENERGY PVT LTD,Others,DEC,0,Bihar,12,0,12
AUTOHAUS PRIVATE LIMITED,Others,JAN,1,Bihar,1,0,2
AUTOHAUS PRIVATE LIMITED,Others,FEB,0,Bihar,2,0,2
AUTOHAUS PRIVATE LIMITED,Others,MAR,0,Bihar,3,0,2
AUTOHAUS PRIVATE LIMITED,Others,APR,0,Bihar,4,0,2
AUTOHAUS PRIVATE LIMITED,Others,MAY,0,Bihar,5,0,2
AUTOHAUS PRIVATE LIMITED,Others,JUN,0,Bihar,6,0,2
