Maker,Maker_Group,Month,Registerations,State,Month_Num,Is_DEA,Annual_Total
KAIRA CONTINENTAL LLP,Others,OCT,28,Bihar,10,0,76
KAIRA CONTINENTAL LLP,Others,NOV,10,Bihar,11,0,76
KAIRA CONTINENTAL LLP,Others,DEC,12,Bihar,12,0,76
KAMAZ INDUSTRIES,Others,JAN,1,Bihar,1,0,9
KAMAZ INDUSTRIES,Others,FEB,0,Bihar,2,0,9
KAMAZ INDUSTRIES,Others,MAR,3,Bihar,3,0,9
KAMAZ INDUSTRIES,Others,APR,0,Bihar,4,0,9
KAMAZ INDUSTRIES,Others,MAY,1,Bihar,5,0,9
KAMAZ INDUSTRIES,Others,JUN,0,Bihar,6,0,9
KAMAZ INDUSTRIES,Others,JUL,0,Bihar,7,0,9
KAMAZ INDUSTRIES,Others,AUG,1,Bihar,8,0,9
KAMAZ INDUSTRIES,Others,SEP,0,Bihar,9,0,9
KAMAZ INDUSTRIES,Others,OCT,3,Bihar,10,0,9
KAMAZ INDUSTRIES,Others,NOV,0,Bihar,11,0,9
KAMAZ INDUSTRIES,Others,DEC,0,Bihar,12,0,9
KAPTECH INDIA PVT LTD,Others,JAN,5,Bihar,1,0,34
KAPTECH INDIA PVT LTD,Others,FEB,5,Bihar,2,0,34
KAPTECH INDIA PVT LTD,Others,MAR,6,Bihar,3,0,34
KAPTECH INDIA PVT LTD,Others,APR,2,Bihar,4,0,34
KAPTECH INDIA PVT LTD,Others,MAY,2,Bihar,5,0,34
KAPTECH INDIA PVT LTD,Others,JUN,4,Bihar,6,0,34
KAPTECH INDIA PVT LTD,Others,JUL,5,Bihar,7,0,34
KAPTECH INDIA PVT LTD,Others,AUG,3,Bihar,8,0,34
KAPTECH INDIA PVT LTD,Others,SEP,1,Bihar,9,0,34
KAPTECH INDIA PVT LTD,Others,OCT,0,Bihar,10,0,34
KAPTECH INDIA PVT LTD,Others,NOV,0,Bihar,11,0,34
KAPTECH INDIA PVT LTD,Others,DEC,1,Bihar,12,0,34
KETO MOTORS PVT LTD,Others,JAN,0,Bihar,1,0,1
KETO MOTORS PVT LTD,Others,FEB,0,Bihar,2,0,1
KETO MOTORS PVT LTD,Others,MAR,1,Bihar,3,0,1
KETO MOTORS PVT LTD,Others,APR,0,Bihar,4,0,1
KETO MOTORS PVT LTD,Others,MAY,0,Bihar,5,0,1
KETO MOTORS PVT LTD,Others,JUN,0,Bihar,6,0,1
KETO MOTORS PVT LTD,Others,JUL,0,Bihar,7,0,1
KETO MOTORS PVT LTD,Others,AUG,0,Bihar,8,0,1
KETO MOTORS PVT LTD,Others,SEP,0,Bihar,9,0,1
KETO MOTORS PVT LTD,Others,OCT,0,Bihar,10,0,1
KETO MOTORS PVT LTD,Others,NOV,0,Bihar,11,0,1
KETO MOTORS PVT LTD,Others,DEC,0,Bihar,12,0,1
KETRON ELECTRIC VEHICLES PVT LTD,Others,JAN,2,Bihar,1,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,FEB,1,Bihar,2,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,MAR,0,Bihar,3,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,APR,0,Bihar,4,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,MAY,0,Bihar,5,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,JUN,0,Bihar,6,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,JUL,0,Bihar,7,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,AUG,0,Bihar,8,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,SEP,0,Bihar,9,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,OCT,0,Bihar,10,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,NOV,0,Bihar,11,0,3
KETRON ELECTRIC VEHICLES PVT LTD,Others,DEC,0,Bihar,12,0,3
KGN,Others,JAN,0,Bihar,1,0,6
KGN,Others,FEB,0,Bihar,2,0,6
KGN,Others,MAR,2,Bihar,3,0,6
KGN,Others,APR,0,Bihar,4,0,6
KGN,Others,MAY,2,Bihar,5,0,6
KGN,Others,JUN,1,Bihar,6,0,6
KGN,Others,JUL,0,Bihar,7,0,6
KGN,Others,AUG,0,Bihar,8,0,6
KGN,Others,SEP,0,Bihar,9,0,6
KGN,Others,OCT,0,Bihar,10,0,6
KGN,Others,NOV,0,Bihar,11,0,6
KGN,Others,DEC,1,Bihar,12,0,6
KHALSAE-VEHICLES PVT LTD,Others,JAN,100,Bihar,1,0,1206
KHALSAE-VEHICLES PVT LTD,Others,FEB,66,Bihar,2,0,1206
KHALSAE-VEHICLES PVT LTD,Others,MAR,64,Bihar,3,0,1206
KHALSAE-VEHICLES PVT LTD,Others,APR,97,Bihar,4,0,1206
KHALSAE-VEHICLES PVT LTD,Others,MAY,79,Bihar,5,0,1206
KHALSAE-VEHICLES PVT LTD,Others,JUN,120,Bihar,6,0,1206
KHALSAE-VEHICLES PVT LTD,Others,JUL,143,Bihar,7,0,1206
KHALSAE-VEHICLES PVT LTD,Others,AUG,139,Bihar,8,0,1206
KHALSAE-VEHICLES PVT LTD,Others,SEP,50,Bihar,9,0,1206
KHALSAE-VEHICLES PVT LTD,Others,OCT,102,Bihar,10,0,1206
KHALSAE-VEHICLES PVT LTD,Others,NOV,125,Bihar,11,0,1206
KHALSAE-VEHICLES PVT LTD,Others,DEC,121,Bihar,12,0,1206
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,JAN,25,Bihar,1,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,FEB,15,Bihar,2,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,MAR,43,Bihar,3,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,APR,17,Bihar,4,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,MAY,24,Bihar,5,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,JUN,41,Bihar,6,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,JUL,28,Bihar,7,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,AUG,32,Bihar,8,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,SEP,21,Bihar,9,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,OCT,51,Bihar,10,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,NOV,40,Bihar,11,0,385
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Others,DEC,48,Bihar,12,0,385
KLB KOMAKI PVT LTD,Others,JAN,0,Bihar,1,0,1
KLB KOMAKI PVT LTD,Others,FEB,0,Bihar,2,0,1
KLB KOMAKI PVT LTD,Others,MAR,0,Bihar,3,0,1
KLB KOMAKI PVT LTD,Others,APR,0,Bihar,4,0,1
KLB KOMAKI PVT LTD,Others,MAY,0,Bihar,5,0,1
KLB KOMAKI PVT LTD,Others,JUN,0,Bihar,6,0,1
KLB KOMAKI PVT LTD,Others,JUL,0,Bihar,7,0,1
KLB KOMAKI PVT LTD,Others,AUG,0,Bihar,8,0,1
KLB KOMAKI PVT LTD,Others,SEP,0,Bihar,9,0,1
KLB KOMAKI PVT LTD,Others,OCT,0,Bihar,10,0,1
KLB KOMAKI PVT LTD,Others,NOV,0,Bihar,11,0,1
KLB KOMAKI PVT LTD,Others,DEC,1,Bihar,12,0,1
KPT MOTORS,Others,JAN,8,Bihar,1,0,58
KPT MOTORS,Others,FEB,1,Bihar,2,0,58
KPT MOTORS,Others,MAR,2,Bihar,3,0,58
KPT MOTORS,Others,APR,1,Bihar,4,0,58
KPT MOTORS,Others,MAY,4,Bihar,5,0,58
KPT MOTORS,Others,JUN,1,Bihar,6,0,58
KPT MOTORS,Others,JUL,9,Bihar,7,0,58
KPT MOTORS,Others,AUG,6,Bihar,8,0,58
KPT MOTORS,Others,SEP,4,Bihar,9,0,58
KPT MOTORS,Others,OCT,12,Bihar,10,0,58
KPT MOTORS,Others,NOV,7,Bihar,11,0,58
KPT MOTORS,Others,DEC,3,Bihar,12,0,58
KRISHNA ENGINEERING WORKS,Others,JAN,16,Bihar,1,0,215
KRISHNA ENGINEERING WORKS,Others,FEB,16,Bihar,2,0,215
KRISHNA ENGINEERING WORKS,Others,MAR,23,Bihar,3,0,215
KRISHNA ENGINEERING WORKS,Others,APR,13,Bihar,4,0,215
KRISHNA ENGINEERING WORKS,Others,MAY,18,Bihar,5,0,215
KRISHNA ENGINEERING WORKS,Others,JUN,27,Bihar,6,0,215
KRISHNA ENGINEERING WORKS,Others,JUL,21,Bihar,7,0,215
KRISHNA ENGINEERING WORKS,Others,AUG,18,Bihar,8,0,215
KRISHNA ENGINEERING WORKS,Others,SEP,12,Bihar,9,0,215
KRISHNA ENGINEERING WORKS,Others,OCT,35,Bihar,10,0,215
KRISHNA ENGINEERING WORKS,Others,NOV,7,Bihar,11,0,215
KRISHNA ENGINEERING WORKS,Others,DEC,9,Bihar,12,0,215
KRISHNA VEHICALS,Others,JAN,1,Bihar,1,0,6
KRISHNA VEHICALS,Others,FEB,1,Bihar,2,0,6
KRISHNA VEHICALS,Others,MAR,1,Bihar,3,0,6
KRISHNA VEHICALS,Others,APR,0,Bihar,4,0,6
KRISHNA VEHICALS,Others,MAY,0,Bihar,5,0,6
KRISHNA VEHICALS,Others,JUN,0,Bihar,6,0,6
KRISHNA VEHICALS,Others,JUL,0,Bihar,7,0,6
KRISHNA VEHICALS,Others,AUG,0,Bihar,8,0,6
KRISHNA VEHICALS,Others,SEP,0,Bihar,9,0,6
KRISHNA VEHICALS,Others,OCT,0,Bihar,10,0,6
KRISHNA VEHICALS,Others,NOV,0,Bihar,11,0,6
KRISHNA VEHICALS,Others,DEC,3,Bihar,12,0,6
K T ENTERPRISES,Others,JAN,0,Bihar,1,0,1
K T ENTERPRISES,Others,FEB,0,Bihar,2,0,1
K T ENTERPRISES,Others,MAR,0,Bihar,3,0,1
K T ENTERPRISES,Others,APR,0,Bihar,4,0,1
K T ENTERPRISES,Others,MAY,0,Bihar,5,0,1
K T ENTERPRISES,Others,JUN,1,Bihar,6,0,1
K T ENTERPRISES,Others,JUL,0,Bihar,7,0,1
K T ENTERPRISES,Others,AUG,0,Bihar,8,0,1
K T ENTERPRISES,Others,SEP,0,Bihar,9,0,1
K T ENTERPRISES,Others,OCT,0,Bihar,10,0,1
K T ENTERPRISES,Others,NOV,0,Bihar,11,0,1
K T ENTERPRISES,Others,DEC,0,Bihar,12,0,1
KUKU AUTOMOTIVES,Others,JAN,0,Bihar,1,0,9
KUKU AUTOMOTIVES,Others,FEB,0,Bihar,2,0,9
KUKU AUTOMOTIVES,Others,MAR,2,Bihar,3,0,9
KUKU AUTOMOTIVES,Others,APR,3,Bihar,4,0,9
KUKU AUTOMOTIVES,Others,MAY,0,Bihar,5,0,9
KUKU AUTOMOTIVES,Others,JUN,2,Bihar,6,0,9
KUKU AUTOMOTIVES,Others,JUL,0,Bihar,7,0,9
KUKU AUTOMOTIVES,Others,AUG,2,Bihar,8,0,9
KUKU AUTOMOTIVES,Others,SEP,0,Bihar,9,0,9
KUKU AUTOMOTIVES,Others,OCT,0,Bihar,10,0,9
KUKU AUTOMOTIVES,Others,NOV,0,Bihar,11,0,9
KUKU AUTOMOTIVES,Others,DEC,0,Bihar,12,0,9
LAKSHYA AUTO SALES CORPORATION,Others,JAN,0,Bihar,1,0,16
LAKSHYA AUTO SALES CORPORATION,Others,FEB,0,Bihar,2,0,16
LAKSHYA AUTO SALES CORPORATION,Others,MAR,2,Bihar,3,0,16
LAKSHYA AUTO SALES CORPORATION,Others,APR,1,Bihar,4,0,16
LAKSHYA AUTO SALES CORPORATION,Others,MAY,3,Bihar,5,0,16
LAKSHYA AUTO SALES CORPORATION,Others,JUN,0,Bihar,6,0,16
LAKSHYA AUTO SALES CORPORATION,Others,JUL,0,Bihar,7,0,16
LAKSHYA AUTO SALES CORPORATION,Others,AUG,2,Bihar,8,0,16
LAKSHYA AUTO SALES CORPORATION,Others,SEP,0,Bihar,9,0,16
LAKSHYA AUTO SALES CORPORATION,Others,OCT,0,Bihar,10,0,16
LAKSHYA AUTO SALES CORPORATION,Others,NOV,2,Bihar,11,0,16
LAKSHYA AUTO SALES CORPORATION,Others,DEC,6,Bihar,12,0,16
LAKSHYA MOTORS,Others,JAN,0,Bihar,1,0,37
LAKSHYA MOTORS,Others,FEB,2,Bihar,2,0,37
LAKSHYA MOTORS,Others,MAR,0,Bihar,3,0,37
LAKSHYA MOTORS,Others,APR,3,Bihar,4,0,37
LAKSHYA MOTORS,Others,MAY,4,Bihar,5,0,37
LAKSHYA MOTORS,Others,JUN,5,Bihar,6,0,37
LAKSHYA MOTORS,Others,JUL,3,Bihar,7,0,37
LAKSHYA MOTORS,Others,AUG,7,Bihar,8,0,37
LAKSHYA MOTORS,Others,SEP,0,Bihar,9,0,37
LAKSHYA MOTORS,Others,OCT,5,Bihar,10,0,37
LAKSHYA MOTORS,Others,NOV,7,Bihar,11,0,37
LAKSHYA MOTORS,Others,DEC,1,Bihar,12,0,37
LECTRIX E VEHICLES PVT LTD,Others,JAN,59,Bihar,1,0,498
LECTRIX E VEHICLES PVT LTD,Others,FEB,46,Bihar,2,0,498
LECTRIX E VEHICLES PVT LTD,Others,MAR,66,Bihar,3,0,498
LECTRIX E VEHICLES PVT LTD,Others,APR,45,Bihar,4,0,498
LECTRIX E VEHICLES PVT LTD,Others,MAY,43,Bihar,5,0,498
LECTRIX E VEHICLES PVT LTD,Others,JUN,27,Bihar,6,0,498
LECTRIX E VEHICLES PVT LTD,Others,JUL,29,Bihar,7,0,498
LECTRIX E VEHICLES PVT LTD,Others,AUG,40,Bihar,8,0,498
LECTRIX E VEHICLES PVT LTD,Others,SEP,16,Bihar,9,0,498
LECTRIX E VEHICLES PVT LTD,Others,OCT,47,Bihar,10,0,498
LECTRIX E VEHICLES PVT LTD,Others,NOV,29,Bihar,11,0,498
LECTRIX E VEHICLES PVT LTD,Others,DEC,51,Bihar,12,0,498
LIMO AUTO CARE PVT LTD,Others,JAN,0,Bihar,1,0,5
LIMO AUTO CARE PVT LTD,Others,FEB,0,Bihar,2,0,5
LIMO AUTO CARE PVT LTD,Others,MAR,0,Bihar,3,0,5
LIMO AUTO CARE PVT LTD,Others,APR,3,Bihar,4,0,5
LIMO AUTO CARE PVT LTD,Others,MAY,0,Bihar,5,0,5
LIMO AUTO CARE PVT LTD,Others,JUN,0,Bihar,6,0,5
LIMO AUTO CARE PVT LTD,Others,JUL,0,Bihar,7,0,5
LIMO AUTO CARE PVT LTD,Others,AUG,0,Bihar,8,0,5
LIMO AUTO CARE PVT LTD,Others,SEP,0,Bihar,9,0,5
LIMO AUTO CARE PVT LTD,Others,OCT,1,Bihar,10,0,5
LIMO AUTO CARE PVT LTD,Others,NOV,1,Bihar,11,0,5
LIMO AUTO CARE PVT LTD,Others,DEC,0,Bihar,12,0,5
LOHIA AUTO INDUSTRIES,Others,JAN,2,Bihar,1,0,94
LOHIA AUTO INDUSTRIES,Others,FEB,2,Bihar,2,0,94
LOHIA AUTO INDUSTRIES,Others,MAR,5,Bihar,3,0,94
LOHIA AUTO INDUSTRIES,Others,APR,4,Bihar,4,0,94
LOHIA AUTO INDUSTRIES,Others,MAY,3,Bihar,5,0,94
LOHIA AUTO INDUSTRIES,Others,JUN,7,Bihar,6,0,94
LOHIA AUTO INDUSTRIES,Others,JUL,10,Bihar,7,0,94
LOHIA AUTO INDUSTRIES,Others,AUG,11,Bihar,8,0,94
LOHIA AUTO INDUSTRIES,Others,SEP,8,Bihar,9,0,94
LOHIA AUTO INDUSTRIES,Others,OCT,14,Bihar,10,0,94
LOHIA AUTO INDUSTRIES,Others,NOV,17,Bihar,11,0,94
LOHIA AUTO INDUSTRIES,Others,DEC,11,Bihar,12,0,94
LORDS VEHICLE MFG PVT LTD,Others,JAN,0,Bihar,1,0,2
LORDS VEHICLE MFG PVT LTD,Others,FEB,0,Bihar,2,0,2
LORDS VEHICLE MFG PVT LTD,Others,MAR,1,Bihar,3,0,2
LORDS VEHICLE MFG PVT LTD,Others,APR,0,Bihar,4,0,2
LORDS VEHICLE MFG PVT LTD,Others,MAY,0,Bihar,5,0,2
LORDS VEHICLE MFG PVT LTD,Others,JUN,0,Bihar,6,0,2
LORDS VEHICLE MFG PVT LTD,Others,JUL,1,Bihar,7,0,2
LORDS VEHICLE MFG PVT LTD,Others,AUG,0,Bihar,8,0,2
LORDS VEHICLE MFG PVT LTD,Others,SEP,0,Bihar,9,0,2
LORDS VEHICLE MFG PVT LTD,Others,OCT,0,Bihar,10,0,2
LORDS VEHICLE MFG PVT LTD,Others,NOV,0,Bihar,11,0,2
LORDS VEHICLE MFG PVT LTD,Others,DEC,0,Bihar,12,0,2
LUCKY INDUSTRIES,Others,JAN,3,Bihar,1,0,129
LUCKY INDUSTRIES,Others,FEB,7,Bihar,2,0,129
LUCKY INDUSTRIES,Others,MAR,3,Bihar,3,0,129
LUCKY INDUSTRIES,Others,APR,8,Bihar,4,0,129
LUCKY INDUSTRIES,Others,MAY,11,Bihar,5,0,129
LUCKY INDUSTRIES,Others,JUN,10,Bihar,6,0,129
LUCKY INDUSTRIES,Others,JUL,5,Bihar,7,0,129
LUCKY INDUSTRIES,Others,AUG,8,Bihar,8,0,129
LUCKY INDUSTRIES,Others,SEP,7,Bihar,9,0,129
LUCKY INDUSTRIES,Others,OCT,22,Bihar,10,0,129
LUCKY INDUSTRIES,Others,NOV,31,Bihar,11,0,129
LUCKY INDUSTRIES,Others,DEC,14,Bihar,12,0,129
M2J E VAHAN PVT LTD,Others,JAN,0,Bihar,1,0,7
M2J E VAHAN PVT LTD,Others,FEB,0,Bihar,2,0,7
M2J E VAHAN PVT LTD,Others,MAR,0,Bihar,3,0,7
M2J E VAHAN PVT LTD,Others,APR,0,Bihar,4,0,7
M2J E VAHAN PVT LTD,Others,MAY,0,Bihar,5,0,7
M2J E VAHAN PVT LTD,Others,JUN,0,Bihar,6,0,7
M2J E VAHAN PVT LTD,Others,JUL,0,Bihar,7,0,7
M2J E VAHAN PVT LTD,Others,AUG,0,Bihar,8,0,7
M2J E VAHAN PVT LTD,Others,SEP,0,Bihar,9,0,7
M2J E VAHAN PVT LTD,Others,OCT,1,Bihar,10,0,7
M2J E VAHAN PVT LTD,Others,NOV,3,Bihar,11,0,7
M2J E VAHAN PVT LTD,Others,DEC,3,Bihar,12,0,7
MAA KALPANA ENTERPRISE,Others,JAN,18,Bihar,1,0,178
MAA KALPANA ENTERPRISE,Others,FEB,15,Bihar,2,0,178
MAA KALPANA ENTERPRISE,Others,MAR,8,Bihar,3,0,178
MAA KALPANA ENTERPRISE,Others,APR,4,Bihar,4,0,178
MAA KALPANA ENTERPRISE,Others,MAY,10,Bihar,5,0,178
MAA KALPANA ENTERPRISE,Others,JUN,14,Bihar,6,0,178
MAA KALPANA ENTERPRISE,Others,JUL,16,Bihar,7,0,178
MAA KALPANA ENTERPRISE,Others,AUG,25,Bihar,8,0,178
MAA KALPANA ENTERPRISE,Others,SEP,7,Bihar,9,0,178
MAA KALPANA ENTERPRISE,Others,OCT,20,Bihar,10,0,178
MAA KALPANA ENTERPRISE,Others,NOV,23,Bihar,11,0,178
MAA KALPANA ENTERPRISE,Others,DEC,18,Bihar,12,0,178
MAA SHAKTI EXIM PVT LTD,Others,JAN,2,Bihar,1,0,53
MAA SHAKTI EXIM PVT LTD,Others,FEB,5,Bihar,2,0,53
MAA SHAKTI EXIM PVT LTD,Others,MAR,0,Bihar,3,0,53
MAA SHAKTI EXIM PVT LTD,Others,APR,0,Bihar,4,0,53
MAA SHAKTI EXIM PVT LTD,Others,MAY,1,Bihar,5,0,53
MAA SHAKTI EXIM PVT LTD,Others,JUN,9,Bihar,6,0,53
MAA SHAKTI EXIM PVT LTD,Others,JUL,3,Bihar,7,0,53
MAA SHAKTI EXIM PVT LTD,Others,AUG,7,Bihar,8,0,53
MAA SHAKTI EXIM PVT LTD,Others,SEP,4,Bihar,9,0,53
MAA SHAKTI EXIM PVT LTD,Others,OCT,16,Bihar,10,0,53
MAA SHAKTI EXIM PVT LTD,Others,NOV,1,Bihar,11,0,53
MAA SHAKTI EXIM PVT LTD,Others,DEC,5,Bihar,12,0,53
MAC AUTO INDIA,Others,JAN,0,Bihar,1,0,3
MAC AUTO INDIA,Others,FEB,0,Bihar,2,0,3
MAC AUTO INDIA,Others,MAR,0,Bihar,3,0,3
MAC AUTO INDIA,Others,APR,1,Bihar,4,0,3
MAC AUTO INDIA,Others,MAY,1,Bihar,5,0,3
MAC AUTO INDIA,Others,JUN,0,Bihar,6,0,3
MAC AUTO INDIA,Others,JUL,1,Bihar,7,0,3
MAC AUTO INDIA,Others,AUG,0,Bihar,8,0,3
MAC AUTO INDIA,Others,SEP,0,Bihar,9,0,3
MAC AUTO INDIA,Others,OCT,0,Bihar,10,0,3
MAC AUTO INDIA,Others,NOV,0,Bihar,11,0,3
MAC AUTO INDIA,Others,DEC,0,Bihar,12,0,3
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,JAN,0,Bihar,1,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,FEB,0,Bihar,2,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,MAR,0,Bihar,3,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,APR,0,Bihar,4,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,MAY,0,Bihar,5,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,JUN,0,Bihar,6,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,JUL,0,Bihar,7,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,AUG,0,Bihar,8,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,SEP,0,Bihar,9,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,OCT,0,Bihar,10,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,NOV,5,Bihar,11,0,5
MAHALAXMI ELECTRONIC VEHICLE PVT LTD,Others,DEC,0,Bihar,12,0,5
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,JAN,885,Bihar,1,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,FEB,783,Bihar,2,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,MAR,964,Bihar,3,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,APR,790,Bihar,4,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,MAY,1059,Bihar,5,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,JUN,1149,Bihar,6,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,JUL,1527,Bihar,7,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,AUG,1311,Bihar,8,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,SEP,1006,Bihar,9,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,OCT,2761,Bihar,10,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,NOV,1789,Bihar,11,0,15559
MAHINDRA LAST MILE MOBILITY LTD,Mahindra,DEC,1535,Bihar,12,0,15559
MAHINDRA & MAHINDRA LIMITED,Mahindra,JAN,1,Bihar,1,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,FEB,3,Bihar,2,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,MAR,1,Bihar,3,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,APR,4,Bihar,4,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,MAY,3,Bihar,5,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,JUN,1,Bihar,6,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,JUL,0,Bihar,7,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,AUG,2,Bihar,8,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,SEP,1,Bihar,9,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,OCT,0,Bihar,10,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,NOV,3,Bihar,11,0,19
MAHINDRA & MAHINDRA LIMITED,Mahindra,DEC,0,Bihar,12,0,19
MAHTAB BODY MAKER,Others,JAN,27,Bihar,1,0,418
MAHTAB BODY MAKER,Others,FEB,19,Bihar,2,0,418
MAHTAB BODY MAKER,Others,MAR,23,Bihar,3,0,418
MAHTAB BODY MAKER,Others,APR,24,Bihar,4,0,418
MAHTAB BODY MAKER,Others,MAY,27,Bihar,5,0,418
MAHTAB BODY MAKER,Others,JUN,33,Bihar,6,0,418
MAHTAB BODY MAKER,Others,JUL,35,Bihar,7,0,418
MAHTAB BODY MAKER,Others,AUG,28,Bihar,8,0,418
MAHTAB BODY MAKER,Others,SEP,16,Bihar,9,0,418
MAHTAB BODY MAKER,Others,OCT,62,Bihar,10,0,418
MAHTAB BODY MAKER,Others,NOV,67,Bihar,11,0,418
MAHTAB BODY MAKER,Others,DEC,57,Bihar,12,0,418
MALI ENTERPRISES PVT LTD,Others,JAN,0,Bihar,1,0,11
MALI ENTERPRISES PVT LTD,Others,FEB,0,Bihar,2,0,11
MALI ENTERPRISES PVT LTD,Others,MAR,0,Bihar,3,0,11
MALI ENTERPRISES PVT LTD,Others,APR,0,Bihar,4,0,11
MALI ENTERPRISES PVT LTD,Others,MAY,0,Bihar,5,0,11
MALI ENTERPRISES PVT LTD,Others,JUN,0,Bihar,6,0,11
MALI ENTERPRISES PVT LTD,Others,JUL,0,Bihar,7,0,11
MALI ENTERPRISES PVT LTD,Others,AUG,0,Bihar,8,0,11
MALI ENTERPRISES PVT LTD,Others,SEP,0,Bihar,9,0,11
MALI ENTERPRISES PVT LTD,Others,OCT,0,Bihar,10,0,11
MALI ENTERPRISES PVT LTD,Others,NOV,3,Bihar,11,0,11
MALI ENTERPRISES PVT LTD,Others,DEC,8,Bihar,12,0,11
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,JAN,21,Bihar,1,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,FEB,14,Bihar,2,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,MAR,11,Bihar,3,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,APR,17,Bihar,4,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,MAY,16,Bihar,5,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,JUN,6,Bihar,6,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,JUL,17,Bihar,7,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,AUG,4,Bihar,8,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,SEP,0,Bihar,9,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,OCT,8,Bihar,10,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,NOV,6,Bihar,11,0,135
MANIRAM ELECTRIC VEHICLE PVT LTD,Others,DEC,15,Bihar,12,0,135
MANISH EV INTERNATIONAL PRIVATE LIMITED,Others,JAN,5,Bihar,1,0,26
MANISH EV INTERNATIONAL PRIVATE LIMITED,Others,FEB,5,Bihar,2,0,26
MANISH EV INTERNATIONAL PRIVATE LIMITED,Others,MAR,3,Bihar,3,0,26
MANISH EV INTERNATIONAL PRIVATE LIMITED,Others,APR,1,Bihar,4,0,26
MANISH EV INTERNATIONAL PRIVATE LIMITED,Others,MAY,2,Bihar,5,0,26
