Maker,Maker_Group,Month,Registerations,State 
M.K. ENTERPRISES,Others,JUL,40,UP
M.K. ENTERPRISES,Others,AUG,62,UP
M.K. ENTERPRISES,Others,SEP,60,UP
M.K. ENTERPRISES,Others,OCT,65,UP
M.K. ENTERPRISES,Others,NOV,85,UP
M.K. ENTERPRISES,Others,DEC,46,UP
MLR AUTO LTD,Others,JAN,16,UP
MLR AUTO LTD,Others,FEB,10,UP
MLR AUTO LTD,Others,MAR,13,UP
MLR AUTO LTD,Others,APR,2,UP
MLR AUTO LTD,Others,MAY,5,UP
MLR AUTO LTD,Others,JUN,3,UP
MLR AUTO LTD,Others,JUL,6,UP
MLR AUTO LTD,Others,AUG,2,UP
MLR AUTO LTD,Others,SEP,3,UP
MLR AUTO LTD,Others,OCT,2,UP
MLR AUTO LTD,Others,NOV,4,UP
MLR AUTO LTD,Others,DEC,2,UP
MODLINE ASSOCIATES PVT LTD,Others,JAN,0,UP
MODLINE ASSOCIATES PVT LTD,Others,FEB,0,UP
MODLINE ASSOCIATES PVT LTD,Others,MAR,0,UP
MODLINE ASSOCIATES PVT LTD,Others,APR,0,UP
MODLINE ASSOCIATES PVT LTD,Others,MAY,0,UP
MODLINE ASSOCIATES PVT LTD,Others,JUN,0,UP
MODLINE ASSOCIATES PVT LTD,Others,JUL,0,UP
MODLINE ASSOCIATES PVT LTD,Others,AUG,0,UP
MODLINE ASSOCIATES PVT LTD,Others,SEP,0,UP
MODLINE ASSOCIATES PVT LTD,Others,OCT,0,UP
MODLINE ASSOCIATES PVT LTD,Others,NOV,0,UP
MODLINE ASSOCIATES PVT LTD,Others,DEC,2,UP
MOMU AUTOMOTIVE,Others,JAN,61,UP
MOMU AUTOMOTIVE,Others,FEB,28,UP
MOMU AUTOMOTIVE,Others,MAR,33,UP
MOMU AUTOMOTIVE,Others,APR,97,UP
MOMU AUTOMOTIVE,Others,MAY,160,UP
MOMU AUTOMOTIVE,Others,JUN,61,UP
MOMU AUTOMOTIVE,Others,JUL,53,UP
MOMU AUTOMOTIVE,Others,AUG,42,UP
MOMU AUTOMOTIVE,Others,SEP,49,UP
MOMU AUTOMOTIVE,Others,OCT,28,UP
MOMU AUTOMOTIVE,Others,NOV,55,UP
MOMU AUTOMOTIVE,Others,DEC,56,UP
MOVE STONE SERVICES PVT LTD,Others,JAN,11,UP
MOVE STONE SERVICES PVT LTD,Others,FEB,8,UP
MOVE STONE SERVICES PVT LTD,Others,MAR,28,UP
MOVE STONE SERVICES PVT LTD,Others,APR,18,UP
MOVE STONE SERVICES PVT LTD,Others,MAY,17,UP
MOVE STONE SERVICES PVT LTD,Others,JUN,18,UP
MOVE STONE SERVICES PVT LTD,Others,JUL,14,UP
MOVE STONE SERVICES PVT LTD,Others,AUG,16,UP
MOVE STONE SERVICES PVT LTD,Others,SEP,10,UP
MOVE STONE SERVICES PVT LTD,Others,OCT,21,UP
MOVE STONE SERVICES PVT LTD,Others,NOV,9,UP
MOVE STONE SERVICES PVT LTD,Others,DEC,41,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,JAN,143,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,FEB,124,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,MAR,176,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,APR,141,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,MAY,160,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,JUN,109,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,JUL,118,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,AUG,97,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,SEP,86,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,OCT,64,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,NOV,115,UP
M/S SHRIRAM AUTO TECH PVT LTD,Others,DEC,86,UP
MVM MOTORS PRIVATE LIMITED,Others,JAN,2,UP
MVM MOTORS PRIVATE LIMITED,Others,FEB,4,UP
MVM MOTORS PRIVATE LIMITED,Others,MAR,0,UP
MVM MOTORS PRIVATE LIMITED,Others,APR,1,UP
MVM MOTORS PRIVATE LIMITED,Others,MAY,1,UP
MVM MOTORS PRIVATE LIMITED,Others,JUN,4,UP
MVM MOTORS PRIVATE LIMITED,Others,JUL,0,UP
MVM MOTORS PRIVATE LIMITED,Others,AUG,6,UP
MVM MOTORS PRIVATE LIMITED,Others,SEP,0,UP
MVM MOTORS PRIVATE LIMITED,Others,OCT,1,UP
MVM MOTORS PRIVATE LIMITED,Others,NOV,2,UP
MVM MOTORS PRIVATE LIMITED,Others,DEC,1,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,JAN,107,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,FEB,103,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,MAR,122,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,APR,157,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,MAY,152,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,JUN,128,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,JUL,132,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,AUG,91,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,SEP,91,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,OCT,82,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,NOV,148,UP
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Others,DEC,97,UP
NAMAH INDUSTRIES PVT LTD,Others,JAN,56,UP
NAMAH INDUSTRIES PVT LTD,Others,FEB,23,UP
NAMAH INDUSTRIES PVT LTD,Others,MAR,48,UP
NAMAH INDUSTRIES PVT LTD,Others,APR,63,UP
NAMAH INDUSTRIES PVT LTD,Others,MAY,39,UP
NAMAH INDUSTRIES PVT LTD,Others,JUN,21,UP
NAMAH INDUSTRIES PVT LTD,Others,JUL,37,UP
NAMAH INDUSTRIES PVT LTD,Others,AUG,46,UP
NAMAH INDUSTRIES PVT LTD,Others,SEP,37,UP
NAMAH INDUSTRIES PVT LTD,Others,OCT,35,UP
NAMAH INDUSTRIES PVT LTD,Others,NOV,43,UP
NAMAH INDUSTRIES PVT LTD,Others,DEC,38,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,JAN,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,FEB,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,MAR,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,APR,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,MAY,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,JUN,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,JUL,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,AUG,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,SEP,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,OCT,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,NOV,0,UP
NAVYABHARAT EVYAN MOTORS PVT LTD,Others,DEC,3,UP
NEERAJ MOTORS PVT LTD,Others,JAN,0,UP
NEERAJ MOTORS PVT LTD,Others,FEB,5,UP
NEERAJ MOTORS PVT LTD,Others,MAR,1,UP
NEERAJ MOTORS PVT LTD,Others,APR,5,UP
NEERAJ MOTORS PVT LTD,Others,MAY,1,UP
NEERAJ MOTORS PVT LTD,Others,JUN,7,UP
NEERAJ MOTORS PVT LTD,Others,JUL,3,UP
NEERAJ MOTORS PVT LTD,Others,AUG,5,UP
NEERAJ MOTORS PVT LTD,Others,SEP,0,UP
NEERAJ MOTORS PVT LTD,Others,OCT,1,UP
NEERAJ MOTORS PVT LTD,Others,NOV,4,UP
NEERAJ MOTORS PVT LTD,Others,DEC,1,UP
NEUON MOTORS LLP,Others,JAN,1,UP
NEUON MOTORS LLP,Others,FEB,0,UP
NEUON MOTORS LLP,Others,MAR,4,UP
NEUON MOTORS LLP,Others,APR,11,UP
NEUON MOTORS LLP,Others,MAY,11,UP
NEUON MOTORS LLP,Others,JUN,1,UP
NEUON MOTORS LLP,Others,JUL,2,UP
NEUON MOTORS LLP,Others,AUG,3,UP
NEUON MOTORS LLP,Others,SEP,1,UP
NEUON MOTORS LLP,Others,OCT,1,UP
NEUON MOTORS LLP,Others,NOV,7,UP
NEUON MOTORS LLP,Others,DEC,1,UP
NEW ARCANA INDIA,Others,JAN,38,UP
NEW ARCANA INDIA,Others,FEB,31,UP
NEW ARCANA INDIA,Others,MAR,11,UP
NEW ARCANA INDIA,Others,APR,30,UP
NEW ARCANA INDIA,Others,MAY,18,UP
NEW ARCANA INDIA,Others,JUN,14,UP
NEW ARCANA INDIA,Others,JUL,13,UP
NEW ARCANA INDIA,Others,AUG,14,UP
NEW ARCANA INDIA,Others,SEP,6,UP
NEW ARCANA INDIA,Others,OCT,10,UP
NEW ARCANA INDIA,Others,NOV,15,UP
NEW ARCANA INDIA,Others,DEC,15,UP
NEW CHAWLA INDUSTRIES,Others,JAN,17,UP
NEW CHAWLA INDUSTRIES,Others,FEB,15,UP
NEW CHAWLA INDUSTRIES,Others,MAR,23,UP
NEW CHAWLA INDUSTRIES,Others,APR,79,UP
NEW CHAWLA INDUSTRIES,Others,MAY,153,UP
NEW CHAWLA INDUSTRIES,Others,JUN,94,UP
NEW CHAWLA INDUSTRIES,Others,JUL,91,UP
NEW CHAWLA INDUSTRIES,Others,AUG,75,UP
NEW CHAWLA INDUSTRIES,Others,SEP,62,UP
NEW CHAWLA INDUSTRIES,Others,OCT,63,UP
NEW CHAWLA INDUSTRIES,Others,NOV,74,UP
NEW CHAWLA INDUSTRIES,Others,DEC,65,UP
NIHARIKA ENTERPRISES,Others,JAN,0,UP
NIHARIKA ENTERPRISES,Others,FEB,0,UP
NIHARIKA ENTERPRISES,Others,MAR,0,UP
NIHARIKA ENTERPRISES,Others,APR,13,UP
NIHARIKA ENTERPRISES,Others,MAY,36,UP
NIHARIKA ENTERPRISES,Others,JUN,36,UP
NIHARIKA ENTERPRISES,Others,JUL,29,UP
NIHARIKA ENTERPRISES,Others,AUG,33,UP
NIHARIKA ENTERPRISES,Others,SEP,30,UP
NIHARIKA ENTERPRISES,Others,OCT,13,UP
NIHARIKA ENTERPRISES,Others,NOV,41,UP
NIHARIKA ENTERPRISES,Others,DEC,31,UP
NIPUN SANYANTRA PVT LTD,Others,JAN,9,UP
NIPUN SANYANTRA PVT LTD,Others,FEB,7,UP
NIPUN SANYANTRA PVT LTD,Others,MAR,6,UP
NIPUN SANYANTRA PVT LTD,Others,APR,24,UP
NIPUN SANYANTRA PVT LTD,Others,MAY,10,UP
NIPUN SANYANTRA PVT LTD,Others,JUN,5,UP
NIPUN SANYANTRA PVT LTD,Others,JUL,4,UP
NIPUN SANYANTRA PVT LTD,Others,AUG,2,UP
NIPUN SANYANTRA PVT LTD,Others,SEP,0,UP
NIPUN SANYANTRA PVT LTD,Others,OCT,0,UP
NIPUN SANYANTRA PVT LTD,Others,NOV,2,UP
NIPUN SANYANTRA PVT LTD,Others,DEC,0,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,JAN,364,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,FEB,285,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,MAR,235,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,APR,399,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,MAY,276,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,JUN,216,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,JUL,256,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,AUG,222,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,SEP,180,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,OCT,230,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,NOV,231,UP
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Others,DEC,162,UP
OGATA MOTORS INDIA PVT LTD,Others,JAN,5,UP
OGATA MOTORS INDIA PVT LTD,Others,FEB,0,UP
OGATA MOTORS INDIA PVT LTD,Others,MAR,0,UP
OGATA MOTORS INDIA PVT LTD,Others,APR,0,UP
OGATA MOTORS INDIA PVT LTD,Others,MAY,0,UP
OGATA MOTORS INDIA PVT LTD,Others,JUN,0,UP
OGATA MOTORS INDIA PVT LTD,Others,JUL,0,UP
OGATA MOTORS INDIA PVT LTD,Others,AUG,0,UP
OGATA MOTORS INDIA PVT LTD,Others,SEP,3,UP
OGATA MOTORS INDIA PVT LTD,Others,OCT,0,UP
OGATA MOTORS INDIA PVT LTD,Others,NOV,0,UP
OGATA MOTORS INDIA PVT LTD,Others,DEC,1,UP
OKAYA POWER PVT LTD,Others,JAN,11,UP
OKAYA POWER PVT LTD,Others,FEB,3,UP
OKAYA POWER PVT LTD,Others,MAR,10,UP
OKAYA POWER PVT LTD,Others,APR,7,UP
OKAYA POWER PVT LTD,Others,MAY,21,UP
OKAYA POWER PVT LTD,Others,JUN,8,UP
OKAYA POWER PVT LTD,Others,JUL,3,UP
OKAYA POWER PVT LTD,Others,AUG,13,UP
OKAYA POWER PVT LTD,Others,SEP,4,UP
OKAYA POWER PVT LTD,Others,OCT,2,UP
OKAYA POWER PVT LTD,Others,NOV,1,UP
OKAYA POWER PVT LTD,Others,DEC,3,UP
OK PLAY INDIA LTD,Others,JAN,1,UP
OK PLAY INDIA LTD,Others,FEB,0,UP
OK PLAY INDIA LTD,Others,MAR,0,UP
OK PLAY INDIA LTD,Others,APR,3,UP
OK PLAY INDIA LTD,Others,MAY,1,UP
OK PLAY INDIA LTD,Others,JUN,0,UP
OK PLAY INDIA LTD,Others,JUL,0,UP
OK PLAY INDIA LTD,Others,AUG,0,UP
OK PLAY INDIA LTD,Others,SEP,0,UP
OK PLAY INDIA LTD,Others,OCT,1,UP
OK PLAY INDIA LTD,Others,NOV,1,UP
OK PLAY INDIA LTD,Others,DEC,1,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,JAN,99,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,FEB,93,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,MAR,91,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,APR,121,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,MAY,97,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,JUN,107,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,JUL,97,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,AUG,86,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,SEP,80,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,OCT,73,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,NOV,118,UP
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Others,DEC,106,UP
OMEGA SALES & AGRO INDUSTRIES,Others,JAN,15,UP
OMEGA SALES & AGRO INDUSTRIES,Others,FEB,12,UP
OMEGA SALES & AGRO INDUSTRIES,Others,MAR,4,UP
OMEGA SALES & AGRO INDUSTRIES,Others,APR,9,UP
OMEGA SALES & AGRO INDUSTRIES,Others,MAY,18,UP
OMEGA SALES & AGRO INDUSTRIES,Others,JUN,15,UP
OMEGA SALES & AGRO INDUSTRIES,Others,JUL,9,UP
OMEGA SALES & AGRO INDUSTRIES,Others,AUG,14,UP
OMEGA SALES & AGRO INDUSTRIES,Others,SEP,10,UP
OMEGA SALES & AGRO INDUSTRIES,Others,OCT,6,UP
OMEGA SALES & AGRO INDUSTRIES,Others,NOV,19,UP
OMEGA SALES & AGRO INDUSTRIES,Others,DEC,13,UP
OMEGA SEIKI PVT LTD,Others,JAN,155,UP
OMEGA SEIKI PVT LTD,Others,FEB,456,UP
OMEGA SEIKI PVT LTD,Others,MAR,181,UP
OMEGA SEIKI PVT LTD,Others,APR,38,UP
OMEGA SEIKI PVT LTD,Others,MAY,48,UP
OMEGA SEIKI PVT LTD,Others,JUN,30,UP
OMEGA SEIKI PVT LTD,Others,JUL,44,UP
OMEGA SEIKI PVT LTD,Others,AUG,31,UP
OMEGA SEIKI PVT LTD,Others,SEP,29,UP
OMEGA SEIKI PVT LTD,Others,OCT,21,UP
OMEGA SEIKI PVT LTD,Others,NOV,294,UP
OMEGA SEIKI PVT LTD,Others,DEC,343,UP
OM INDUSTRIES,Others,JAN,1,UP
OM INDUSTRIES,Others,FEB,3,UP
OM INDUSTRIES,Others,MAR,12,UP
OM INDUSTRIES,Others,APR,16,UP
OM INDUSTRIES,Others,MAY,14,UP
OM INDUSTRIES,Others,JUN,11,UP
OM INDUSTRIES,Others,JUL,20,UP
OM INDUSTRIES,Others,AUG,10,UP
OM INDUSTRIES,Others,SEP,5,UP
OM INDUSTRIES,Others,OCT,7,UP
OM INDUSTRIES,Others,NOV,5,UP
OM INDUSTRIES,Others,DEC,0,UP
OM RAJ AUTOTECH LLP,Others,JAN,38,UP
OM RAJ AUTOTECH LLP,Others,FEB,14,UP
OM RAJ AUTOTECH LLP,Others,MAR,28,UP
OM RAJ AUTOTECH LLP,Others,APR,42,UP
OM RAJ AUTOTECH LLP,Others,MAY,36,UP
OM RAJ AUTOTECH LLP,Others,JUN,35,UP
OM RAJ AUTOTECH LLP,Others,JUL,47,UP
OM RAJ AUTOTECH LLP,Others,AUG,22,UP
OM RAJ AUTOTECH LLP,Others,SEP,40,UP
OM RAJ AUTOTECH LLP,Others,OCT,52,UP
OM RAJ AUTOTECH LLP,Others,NOV,51,UP
OM RAJ AUTOTECH LLP,Others,DEC,17,UP
PANTHER ELECTRIC VEHICLES,Others,JAN,3,UP
PANTHER ELECTRIC VEHICLES,Others,FEB,2,UP
PANTHER ELECTRIC VEHICLES,Others,MAR,1,UP
PANTHER ELECTRIC VEHICLES,Others,APR,1,UP
PANTHER ELECTRIC VEHICLES,Others,MAY,0,UP
PANTHER ELECTRIC VEHICLES,Others,JUN,0,UP
PANTHER ELECTRIC VEHICLES,Others,JUL,0,UP
PANTHER ELECTRIC VEHICLES,Others,AUG,0,UP
PANTHER ELECTRIC VEHICLES,Others,SEP,0,UP
PANTHER ELECTRIC VEHICLES,Others,OCT,0,UP
PANTHER ELECTRIC VEHICLES,Others,NOV,0,UP
PANTHER ELECTRIC VEHICLES,Others,DEC,0,UP
PARAS INDUSTRIES,Others,JAN,48,UP
PARAS INDUSTRIES,Others,FEB,56,UP
PARAS INDUSTRIES,Others,MAR,64,UP
PARAS INDUSTRIES,Others,APR,95,UP
PARAS INDUSTRIES,Others,MAY,77,UP
PARAS INDUSTRIES,Others,JUN,69,UP
PARAS INDUSTRIES,Others,JUL,62,UP
PARAS INDUSTRIES,Others,AUG,50,UP
PARAS INDUSTRIES,Others,SEP,79,UP
PARAS INDUSTRIES,Others,OCT,61,UP
PARAS INDUSTRIES,Others,NOV,69,UP
PARAS INDUSTRIES,Others,DEC,60,UP
PARI E-VEHICLES,Others,JAN,23,UP
PARI E-VEHICLES,Others,FEB,14,UP
PARI E-VEHICLES,Others,MAR,47,UP
PARI E-VEHICLES,Others,APR,76,UP
PARI E-VEHICLES,Others,MAY,54,UP
PARI E-VEHICLES,Others,JUN,21,UP
PARI E-VEHICLES,Others,JUL,47,UP
PARI E-VEHICLES,Others,AUG,29,UP
PARI E-VEHICLES,Others,SEP,38,UP
PARI E-VEHICLES,Others,OCT,22,UP
PARI E-VEHICLES,Others,NOV,39,UP
PARI E-VEHICLES,Others,DEC,28,UP
PARI METRO E RICKSHAW,Others,JAN,70,UP
PARI METRO E RICKSHAW,Others,FEB,51,UP
PARI METRO E RICKSHAW,Others,MAR,57,UP
PARI METRO E RICKSHAW,Others,APR,120,UP
PARI METRO E RICKSHAW,Others,MAY,99,UP
PARI METRO E RICKSHAW,Others,JUN,71,UP
PARI METRO E RICKSHAW,Others,JUL,52,UP
PARI METRO E RICKSHAW,Others,AUG,67,UP
PARI METRO E RICKSHAW,Others,SEP,52,UP
PARI METRO E RICKSHAW,Others,OCT,50,UP
PARI METRO E RICKSHAW,Others,NOV,67,UP
PARI METRO E RICKSHAW,Others,DEC,51,UP
PIAGGIO VEHICLES PVT LTD,Others,JAN,803,UP
PIAGGIO VEHICLES PVT LTD,Others,FEB,593,UP
PIAGGIO VEHICLES PVT LTD,Others,MAR,702,UP
PIAGGIO VEHICLES PVT LTD,Others,APR,569,UP
PIAGGIO VEHICLES PVT LTD,Others,MAY,465,UP
PIAGGIO VEHICLES PVT LTD,Others,JUN,427,UP
PIAGGIO VEHICLES PVT LTD,Others,JUL,502,UP
PIAGGIO VEHICLES PVT LTD,Others,AUG,454,UP
PIAGGIO VEHICLES PVT LTD,Others,SEP,368,UP
PIAGGIO VEHICLES PVT LTD,Others,OCT,529,UP
PIAGGIO VEHICLES PVT LTD,Others,NOV,517,UP
PIAGGIO VEHICLES PVT LTD,Others,DEC,520,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,JAN,0,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,FEB,0,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,MAR,0,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,APR,0,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,MAY,0,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,JUN,0,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,JUL,3,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,AUG,1,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,SEP,3,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,OCT,1,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,NOV,18,UP
PINNACLE MOBILITY SOLUTIONS PVT LTD,Others,DEC,17,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,JAN,8,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,FEB,0,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,MAR,2,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,APR,0,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,MAY,7,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,JUN,3,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,JUL,1,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,AUG,1,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,SEP,7,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,OCT,0,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,NOV,2,UP
PLAUDIT TECHNO INDIA PVT LTD,Others,DEC,0,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,JAN,0,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,FEB,0,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,MAR,3,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,APR,1,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,MAY,0,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,JUN,0,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,JUL,0,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,AUG,0,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,SEP,0,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,OCT,0,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,NOV,0,UP
POOSHPAK AUTOMOBILES PVT LTD,Others,DEC,0,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,JAN,5,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,FEB,0,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,MAR,6,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,APR,7,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,MAY,0,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,JUN,3,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,JUL,2,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,AUG,1,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,SEP,4,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,OCT,0,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,NOV,4,UP
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Others,DEC,2,UP
PRAG MOTORS,Others,JAN,0,UP
PRAG MOTORS,Others,FEB,0,UP
PRAG MOTORS,Others,MAR,1,UP
PRAG MOTORS,Others,APR,0,UP
PRAG MOTORS,Others,MAY,1,UP
PRAG MOTORS,Others,JUN,0,UP
PRAG MOTORS,Others,JUL,0,UP
PRAG MOTORS,Others,AUG,0,UP
PRAG MOTORS,Others,SEP,1,UP
PRAG MOTORS,Others,OCT,0,UP
PRAG MOTORS,Others,NOV,0,UP
PRAG MOTORS,Others,DEC,0,UP
PRAJJWAL MAHAJAN TRADERS,Others,JAN,9,UP
PRAJJWAL MAHAJAN TRADERS,Others,FEB,12,UP
PRAJJWAL MAHAJAN TRADERS,Others,MAR,10,UP
PRAJJWAL MAHAJAN TRADERS,Others,APR,40,UP
PRAJJWAL MAHAJAN TRADERS,Others,MAY,18,UP
PRAJJWAL MAHAJAN TRADERS,Others,JUN,11,UP
PRAJJWAL MAHAJAN TRADERS,Others,JUL,15,UP
PRAJJWAL MAHAJAN TRADERS,Others,AUG,7,UP
PRAJJWAL MAHAJAN TRADERS,Others,SEP,11,UP
PRAJJWAL MAHAJAN TRADERS,Others,OCT,14,UP
PRAJJWAL MAHAJAN TRADERS,Others,NOV,5,UP
PRAJJWAL MAHAJAN TRADERS,Others,DEC,0,UP
PRAKASH ENTERPRISES,Others,JAN,2,UP
PRAKASH ENTERPRISES,Others,FEB,1,UP
PRAKASH ENTERPRISES,Others,MAR,3,UP
PRAKASH ENTERPRISES,Others,APR,1,UP
PRAKASH ENTERPRISES,Others,MAY,2,UP
PRAKASH ENTERPRISES,Others,JUN,0,UP
PRAKASH ENTERPRISES,Others,JUL,1,UP
PRAKASH ENTERPRISES,Others,AUG,0,UP
PRAKASH ENTERPRISES,Others,SEP,0,UP
PRAKASH ENTERPRISES,Others,OCT,3,UP
PRAKASH ENTERPRISES,Others,NOV,5,UP
PRAKASH ENTERPRISES,Others,DEC,0,UP
P.S. ENTERPRISES,Others,JAN,0,UP
P.S. ENTERPRISES,Others,FEB,0,UP
P.S. ENTERPRISES,Others,MAR,1,UP
P.S. ENTERPRISES,Others,APR,5,UP
P.S. ENTERPRISES,Others,MAY,12,UP
P.S. ENTERPRISES,Others,JUN,9,UP
P.S. ENTERPRISES,Others,JUL,7,UP
P.S. ENTERPRISES,Others,AUG,4,UP
P.S. ENTERPRISES,Others,SEP,5,UP
P.S. ENTERPRISES,Others,OCT,7,UP
P.S. ENTERPRISES,Others,NOV,14,UP
P.S. ENTERPRISES,Others,DEC,7,UP
PUNJAB BODY BUILDERS,Others,JAN,4,UP
PUNJAB BODY BUILDERS,Others,FEB,1,UP
PUNJAB BODY BUILDERS,Others,MAR,2,UP
